Verse ID,Meter,Sanskrit Text,Condition Name,File Name,File Size (KB),Measured Duration (s),Generation Status,Gemini Prompt Sent,VERIFICATION: Meter Rhythm (1-5),VERIFICATION: Voice Naturalness (1-5),VERIFICATION: Visarga Echo Pronounced (Y/N),VERIFICATION: Pauses Inside Compounds (Y/N),VERIFICATION: Listener Notes
"10","Śārdūlavikrīḍita","जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥","baseline","verse_10_baseline.wav","1066.92","22.76","success","Read this Sanskrit text out loud:

जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥",,,,,
"10","Śārdūlavikrīḍita","जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥","formatA","verse_10_formatA.wav","1578.79","33.68","success","Read this Sanskrit text in a traditional, monotone Śārdūlavikrīḍita chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables. Observe natural pauses (yati) exactly at the following syllable indexes: [12]. Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥",,,,,
"10","Śārdūlavikrīḍita","जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥","formatB","verse_10_formatB.wav","1850.67","39.48","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

ज[G:1]न्मा[G:1]द्य[G:1]स्य[L:1]य[L:1]तो[G:1]न्व[L:1]या[G:1]दि[L:1]त[L:1]र[L:1]त[G:1]श्चा[G:1]र्थे[G:1]ष्व[L:1]भि[G:1]ज्ञः[G:1]स्व[L:1]राट्[G:1]ते[G:1]ने[G:1]ब्र[G:1]ह्म[L:1]हृ[L:1]दा[G:1]य[L:1]आ[G:1]दि[L:1]क[L:1]व[L:1]ये[G:1]मु[G:1]ह्य[G:1]न्ति[L:1]य[G:1]त्सू[G:1]र[L:1]यः[G:1]ते[G:1]जो[G:1]वा[G:1]रि[L:1]मृ[L:1]दां[G:1]य[L:1]था[G:1]वि[L:1]नि[L:1]म[L:1]यो[G:1]य[G:1]त्र[G:1]त्रि[L:1]स[G:1]र्गो[G:1]मृ[L:1]षा[G:1]धा[G:1]म्ना[G:1]स्वे[G:1]न[L:1]स[L:1]दा[G:1]नि[L:1]र[G:1]स्त[L:1]कु[L:1]ह[L:1]कं[G:1]स[G:1]त्यं[G:1]प[L:1]रं[G:1]धी[G:1]म[L:1]हि[L:1]",,,,,
"10","Śārdūlavikrīḍita","जन्माद्यस्य यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः स्वराट् तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत्सूरयः। तेजोवारिमृदां यथा विनिमयो यत्र त्रिसर्गोऽमृषा धाम्ना स्वेन सदा निरस्तकुहकं सत्यं परं धीमहि॥","formatC","verse_10_formatC.wav","1661.29","35.44","success","Read this Sanskrit text in a steady traditional monotone Śārdūlavikrīḍita chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

जन्माद्यस्य-यतोऽन्वयादितरतश्चार्थेष्वभिज्ञः-स्वराट्-तेने-ब्रह्म-हृदा-य-आदिकवये-मुह्यन्ति-यत्सूरयः।--तेजोवारिमृदां-यथा-विनिमयो-यत्र-त्रिसर्गोऽमृषा-धाम्ना-स्वेन-सदा-निरस्तकुहकं-सत्यं-परं-धीमहि॥-",,,,,
"11","Śārdūlavikrīḍita","यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥","baseline","verse_11_baseline.wav","1201.92","25.64","success","Read this Sanskrit text out loud:

यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥",,,,,
"11","Śārdūlavikrīḍita","यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥","formatA","verse_11_formatA.wav","1713.79","36.56","success","Read this Sanskrit text in a traditional, monotone Śārdūlavikrīḍita chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables. Observe natural pauses (yati) exactly at the following syllable indexes: [12]. Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥",,,,,
"11","Śārdūlavikrīḍita","यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥","formatB","verse_11_formatB.wav","1950.04","41.60","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

यं[G:1]ब्र[G:1]ह्मा[G:1]व[L:1]रु[L:1]णे[G:1]न्द्र[L:1]रु[G:1]द्र[L:1]म[L:1]रु[L:1]तः[G:1]स्तु[G:1]न्व[G:1]न्ति[L:1]दि[G:1]व्यैः[G:1]स्त[L:1]वै[G:1]र्वे[G:1]दैः[G:1]सा[G:1]ङ्ग[L:1]प[L:1]द[G:1]क्र[L:1]मो[G:1]प[L:1]नि[L:1]ष[L:1]दै[G:1]र्गा[G:1]य[G:1]न्ति[L:1]यं[G:1]सा[G:1]म[L:1]गाः[G:1]ध्या[G:1]ना[G:1]व[G:1]स्थि[L:1]त[L:1]त[G:1]द्ग[L:1]ते[G:1]न[L:1]म[L:1]न[L:1]सा[G:1]प[G:1]श्य[G:1]न्ति[L:1]यं[G:1]यो[G:1]गि[L:1]नो[G:1]य[G:1]स्या[G:1]न्तं[G:1]न[L:1]वि[L:1]दुः[G:1]सु[L:1]रा[G:1]सु[L:1]र[L:1]ग[L:1]णा[G:1]दे[G:1]वा[G:1]य[L:1]त[G:1]स्मै[G:1]न[L:1]मः[G:1]",,,,,
"11","Śārdūlavikrīḍita","यं ब्रह्मा वरुणेन्द्ररुद्रमरुतः स्तुन्वन्ति दिव्यैः स्तवैर्वेदैः साङ्गपदक्रमोपनिषदैर्गायन्ति यं सामगाः। ध्यानावस्थिततद्गतेन मनसा पश्यन्ति यं योगिनो यस्यान्तं न विदुः सुरासुरगणा देवाय तस्मै नमः॥","formatC","verse_11_formatC.wav","1575.04","33.60","success","Read this Sanskrit text in a steady traditional monotone Śārdūlavikrīḍita chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

यं-ब्रह्मा-वरुणेन्द्ररुद्रमरुतः-स्तुन्वन्ति-दिव्यैः-स्तवैर्वेदैः-साङ्गपदक्रमोपनिषदैर्गायन्ति-यं-सामगाः।--ध्यानावस्थिततद्गतेन-मनसा-पश्यन्ति-यं-योगिनो-यस्यान्तं-न-विदुः-सुरासुरगणा-देवाय-तस्मै-नमः॥-",,,,,
"12","Śārdūlavikrīḍita","कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥","baseline","verse_12_baseline.wav","995.67","21.24","success","Read this Sanskrit text out loud:

कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥",,,,,
"12","Śārdūlavikrīḍita","कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥","formatA","verse_12_formatA.wav","1886.29","40.24","success","Read this Sanskrit text in a traditional, monotone Śārdūlavikrīḍita chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables. Observe natural pauses (yati) exactly at the following syllable indexes: [12]. Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥",,,,,
"12","Śārdūlavikrīḍita","कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥","formatB","verse_12_formatB.wav","2100.04","44.80","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

क[G:1]स्तू[G:1]री[G:1]ति[L:1]ल[L:1]कं[G:1]ल[L:1]ला[G:1]ट[L:1]फ[L:1]ल[L:1]के[G:1]व[G:1]क्षः[G:1]स्थ[L:1]ले[G:1]कौ[G:1]स्तु[L:1]भं[G:1]ना[G:1]सा[G:1]ग्रे[G:1]न[L:1]व[L:1]मौ[G:1]क्ति[L:1]कं[G:1]क[L:1]र[L:1]त[L:1]ले[G:1]वे[G:1]णुं[G:1]क[L:1]रे[G:1]क[G:1]ङ्क[L:1]णम्[G:1]स[G:1]र्वा[G:1]ङ्गे[G:1]ह[L:1]रि[L:1]च[G:1]न्द[L:1]नं[G:1]सु[L:1]ल[L:1]लि[L:1]तं[G:1]क[G:1]ण्ठे[G:1]च[L:1]मु[G:1]क्ता[G:1]व[L:1]ली[G:1]गो[G:1]प[G:1]स्त्री[G:1]प[L:1]रि[L:1]वे[G:1]ष्टि[L:1]तो[G:1]वि[L:1]ज[L:1]य[L:1]ते[G:1]गो[G:1]पा[G:1]ल[L:1]चू[G:1]डा[G:1]म[L:1]णिः[G:1]",,,,,
"12","Śārdūlavikrīḍita","कस्तूरीतिलकं ललाटफलके वक्षःस्थले कौस्तुभं नासाग्रे नवमौक्तिकं करतले वेणुं करे कङ्कणम्। सर्वाङ्गे हरिचन्दनं सुललितं कण्ठे च मुक्तावली गोपस्त्रीपरिवेष्टितो विजयते गोपालचूडामणिः॥","formatC","verse_12_formatC.wav","1351.92","28.84","success","Read this Sanskrit text in a steady traditional monotone Śārdūlavikrīḍita chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

कस्तूरीतिलकं-ललाटफलके-वक्षःस्थले-कौस्तुभं-नासाग्रे-नवमौक्तिकं-करतले-वेणुं-करे-कङ्कणम्।--सर्वाङ्गे-हरिचन्दनं-सुललितं-कण्ठे-च-मुक्तावली-गोपस्त्रीपरिवेष्टितो-विजयते-गोपालचूडामणिः॥-",,,,,
"13","Mālinī","भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥","baseline","verse_13_baseline.wav","796.92","17.00","success","Read this Sanskrit text out loud:

भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥",,,,,
"13","Mālinī","भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥","formatA","verse_13_formatA.wav","1612.54","34.40","success","Read this Sanskrit text in a traditional, monotone Mālinī chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables. Observe natural pauses (yati) exactly at the following syllable indexes: [8]. Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥",,,,,
"13","Mālinī","भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥","formatB","verse_13_formatB.wav","1147.54","24.48","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

भ[L:1]ग[L:1]व[L:1]ति[L:1]त[L:1]व[L:1]ती[G:1]रे[G:1]नी[G:1]र[L:1]मा[G:1]त्रा[G:1]श[L:1]नो[G:1]हं[G:1]वि[L:1]ग[L:1]त[L:1]वि[L:1]ष[L:1]य[L:1]तृ[G:1]ष्णः[G:1]कृ[G:1]ष्ण[L:1]मा[G:1]रा[G:1]ध[L:1]या[G:1]मि[L:1]स[L:1]क[L:1]ल[L:1]क[L:1]लु[L:1]ष[L:1]भ[G:1]ङ्गे[G:1]स्व[G:1]र्ग[L:1]सो[G:1]पा[G:1]न[L:1]स[G:1]ङ्गे[G:1]त[L:1]र[L:1]ल[L:1]त[L:1]र[L:1]त[L:1]र[G:1]ङ्गे[G:1]दे[G:1]वि[L:1]ग[G:1]ङ्गे[G:1]प्र[L:1]सी[G:1]द[L:1]",,,,,
"13","Mālinī","भगवति तव तीरे नीरमात्राशनोऽहं विगतविषयतृष्णः कृष्णमाराधयामि। सकलकलुषभङ्गे स्वर्गसोपानसङ्गे तरलतरतरङ्गे देवि गङ्गे प्रसीद॥","formatC","verse_13_formatC.wav","1179.42","25.16","success","Read this Sanskrit text in a steady traditional monotone Mālinī chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

भगवति-तव-तीरे-नीरमात्राशनोऽहं-विगतविषयतृष्णः-कृष्णमाराधयामि।--सकलकलुषभङ्गे-स्वर्गसोपानसङ्गे-तरलतरतरङ्गे-देवि-गङ्गे-प्रसीद॥-",,,,,
"14","Drutavilambita","निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥","baseline","verse_14_baseline.wav","598.17","12.76","success","Read this Sanskrit text out loud:

निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥",,,,,
"14","Drutavilambita","निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥","formatA","verse_14_formatA.wav","735.04","15.68","success","Read this Sanskrit text in a traditional, monotone Drutavilambita chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables.  Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥",,,,,
"14","Drutavilambita","निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥","formatB","verse_14_formatB.wav","832.54","17.76","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

नि[L:1]ग[L:1]म[L:1]क[G:1]ल्प[L:1]त[L:1]रो[G:1]र्ग[L:1]लि[L:1]तं[G:1]फ[L:1]लं[G:1]शु[L:1]क[L:1]मु[L:1]खा[G:1]द[L:1]मृ[L:1]त[G:1]द्र[L:1]व[L:1]सं[G:1]यु[L:1]तम्[G:1]पि[L:1]ब[L:1]त[L:1]भा[G:1]ग[L:1]व[L:1]तं[G:1]र[L:1]स[L:1]मा[G:1]ल[L:1]यं[G:1]मु[L:1]हु[L:1]र[L:1]हो[G:1]र[L:1]सि[L:1]का[G:1]भु[L:1]वि[L:1]भा[G:1]वु[L:1]काः[G:1]",,,,,
"14","Drutavilambita","निगमकल्पतरोर्गलितं फलं शुकमुखादमृतद्रवसंयुतम्। पिबत भागवतं रसमालयं मुहुरहो रसिका भुवि भावुकाः॥","formatC","verse_14_formatC.wav","834.42","17.80","success","Read this Sanskrit text in a steady traditional monotone Drutavilambita chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

निगमकल्पतरोर्गलितं-फलं-शुकमुखादमृतद्रवसंयुतम्।--पिबत-भागवतं-रसमालयं-मुहुरहो-रसिका-भुवि-भावुकाः॥-",,,,,
"15","Vaṃśastha","पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥","baseline","verse_15_baseline.wav","703.17","15.00","success","Read this Sanskrit text out loud:

पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥",,,,,
"15","Vaṃśastha","पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥","formatA","verse_15_formatA.wav","892.54","19.04","success","Read this Sanskrit text in a traditional, monotone Vaṃśastha chanting style. Maintain a steady tempo of 86 BPM. Hold all heavy (guru) syllables roughly twice as long as light (laghu) syllables.  Pronounce visargas with a gentle echo. Speak ONLY the Sanskrit text below:

पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥",,,,,
"15","Vaṃśastha","पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥","formatB","verse_15_formatB.wav","813.79","17.36","success","Read this Sanskrit text following the inline syllable-level brackets. A bracket '[G:1]' indicates a Guru (heavy) syllable, while '[L:1]' indicates a Laghu (light) syllable. Do not read the brackets or symbols out loud. Read ONLY the Sanskrit syllables:

प[G:1]श्य[G:1]न्त्य[L:1]दो[G:1]रू[G:1]प[L:1]म[L:1]द[G:1]भ्र[L:1]च[G:1]क्षु[L:1]षः[G:1]स[L:1]ह[G:1]स्र[L:1]पा[G:1]दो[G:1]रु[L:1]भु[L:1]जा[G:1]न[L:1]ना[G:1]द्भु[L:1]तम्[G:1]स[L:1]ह[G:1]स्र[L:1]मू[G:1]र्ध्न[G:1]श्र[L:1]व[L:1]णा[G:1]क्षि[L:1]ना[G:1]सि[L:1]कं[G:1]स[L:1]ह[G:1]स्र[L:1]मौ[G:1]ल्य[G:1]म्ब[L:1]र[L:1]कु[G:1]ण्ड[L:1]लो[G:1]ल्ल[L:1]सत्[G:1]",,,,,
"15","Vaṃśastha","पश्यन्त्यदो रूपमदभ्रचक्षुषः सहस्रपादोरुभुजाननाद्भुतम्। सहस्रमूर्ध्नश्रवणाक्षिनासिकं सहस्रमौल्यम्बरकुण्डलोल्लसत्॥","formatC","verse_15_formatC.wav","873.79","18.64","success","Read this Sanskrit text in a steady traditional monotone Vaṃśastha chanting style. Strict Performance Directives:
- Tempo: 86 BPM
- Duration: Guru is 2x, Laghu is 1x
- Breaks: Under no circumstances pause or breathe inside compound bounds (marked by hyphens). Take clean breaths only at punctuation.

Recite ONLY this text:

पश्यन्त्यदो-रूपमदभ्रचक्षुषः-सहस्रपादोरुभुजाननाद्भुतम्।--सहस्रमूर्ध्नश्रवणाक्षिनासिकं-सहस्रमौल्यम्बरकुण्डलोल्लसत्॥-",,,,,
